1.001781825381112823e+00,1.016927341120570372e+00,1.010548313265001497e+00,1.007358790771678558e+00,1.021224412791246206e+00,1.006425464610517961e+00,1.006092767295597490e+00,1.002848461830611493e+00,1.014207149404216413e+00,1.006901380276055136e+00,1.005897138437741756e+00,1.009760956175298707e+00,1.007240547063555924e+00,1.003775411423039721e+00,1.013190034196385092e+00,1.002958288137264509e+00,1.009866511897852703e+00,1.007334491410924349e+00,1.005961106224958490e+00,1.010874842217690972e+00,1.004823784209490034e+00,1.004027504911591429e+00,9.970473378416992993e-01,1.014587332053742852e+00
1.006027667984189744e+00,1.000681397838995457e+00,1.007090103397341174e+00,1.009476801579467065e+00,1.005542213190467438e+00,1.010509773106767373e+00,9.963860128931433247e-01,1.008047718235182577e+00,9.936737460460912663e-01,1.000099334459124023e+00,1.003459875060067175e+00,1.006115604655750673e+00,1.016174121405750919e+00,1.003761211302922174e+00,1.002025072324011612e+00,1.017500737390620413e+00,1.011206896551724022e+00,1.002969917608737438e+00,1.002234311249271537e+00,1.010085486504658459e+00,1.003037131380425162e+00,1.011055669699638004e+00,1.013756209400076491e+00,1.001040484298145961e+00
1.004223553678420533e+00,1.018482490272373697e+00,1.002835631172386943e+00,1.007236456092313714e+00,1.008634943964725306e+00,1.002430015552099540e+00,1.004901480247034629e+00,1.006574621959237303e+00,1.009640745793542571e+00,1.016388557806912951e+00,1.000957762666411455e+00,1.011176470588235343e+00,1.000294753389664004e+00,1.000768639508070601e+00,1.000000000000000000e+00,1.003671852352884475e+00,1.003125888036374036e+00,1.004011844493265748e+00,1.005427934477076679e+00,1.010174971472042715e+00,1.013967571791365652e+00,1.002419198761370200e+00,9.995288352808140431e-01,9.982046678635547732e-01
9.980438184663538159e-01,1.012798471824259749e+00,1.001560062402496065e+00,9.991262135922329701e-01,9.905282331511839899e-01,9.953456802094444722e-01,1.002438786459857623e+00,9.941214892227302480e-01,1.010539591027835415e+00,1.007622398123717344e+00,9.984690460243037524e-01,9.951522202831103447e-01,9.981337786072095319e-01,9.964477726574502148e-01,1.021749590992204748e+00,1.018388370077982108e+00,9.976392823418319677e-01,9.976215393397392939e-01,9.983611298563578318e-01,1.006401204932693139e+00,1.011077930835179606e+00,9.978762428805869611e-01,1.004619590836240306e+00,1.017417644831503321e+00
9.901019208153665208e-01,9.955677102980006188e-01,9.913356697819314389e-01,9.907686327859294151e-01,9.829900698786318003e-01,9.825621042377008507e-01,1.003308680420397003e+00,9.957762342782053855e-01,9.888571937956854851e-01,9.993211133740665941e-01,9.882127455678008099e-01,9.810989867498051131e-01,9.979334776618774550e-01,9.793814432989690344e-01,1.001883771310162929e+00,1.000756286632633829e+00,9.783246568859440551e-01,9.827388899485027807e-01,9.859018926226341684e-01,9.877467028341595512e-01,9.971417682926829729e-01,9.881009964206248775e-01,9.831081081081081141e-01,1.001860811313732835e+00
1.000593883005048035e+00,9.928009851283509102e-01,1.007463419424531104e+00,9.999019223224795416e-01,9.988775605649612421e-01,9.982153480071387364e-01,9.975751697381183281e-01,9.987746253181259970e-01,1.015685567474984285e+00,9.897127329192546563e-01,1.000581846392552432e+00,1.012413108242303794e+00,9.839266344541959253e-01,1.001869158878504695e+00,1.000846103224593220e+00,9.985830341961080547e-01,1.006965944272445901e+00,1.001746724890829832e+00,9.972575905974534471e-01,9.972537878787879340e-01,1.003726351996942379e+00,9.947131388290580967e-01,1.002481863306605492e+00,9.929420505200593494e-01
9.922841032743100476e-01,1.014407022230703115e+00,9.934691490398673830e-01,9.925453653751838967e-01,9.931641539469987512e-01,9.892729439809295755e-01,9.977637335926107243e-01,9.970743676859192828e-01,1.001420076329102571e+00,9.981368895861933987e-01,9.842992828067455013e-01,9.805787150564001520e-01,9.966927239927841908e-01,9.883150039277297516e-01,9.969002442231824634e-01,9.857156371204238710e-01,9.861644888547271837e-01,9.865349220187930035e-01,1.017088980553918720e+00,9.960117747602317273e-01,9.917182294145645560e-01,9.881889763779528879e-01,1.000856979622928966e+00,9.942012719790497277e-01
1.000996909580301075e+00,9.879608728367194059e-01,9.996075353218210058e-01,9.933787923707876333e-01,1.000471431265321565e+00,9.922690763052208762e-01,9.997076593256675192e-01,9.964032181732133120e-01,9.836922804218736216e-01,1.012673150604185057e+00,9.975384009452540335e-01,9.994998499549865301e-01,9.983911513323278086e-01,9.955290611028315695e-01,9.919909544897766995e-01,9.884836852207293800e-01,9.971745908028059047e-01,9.930282796543596913e-01,9.891850135187330029e-01,9.856993040327962641e-01,9.956805528892301860e-01,9.988047808764939361e-01,9.917229569022928404e-01,9.858889934148635792e-01
1.000896325067224479e+00,9.910510281797408894e-01,1.005202198665096303e+00,1.003382411460405965e+00,1.001979078314956029e+00,9.986846099362541862e-01,1.002534360074081254e+00,1.001329913555618845e+00,9.968465627534012219e-01,9.962165308498254213e-01,9.965452571315762675e-01,9.957966373098479096e-01,9.990935643065766980e-01,1.002295409181636732e+00,1.005509118541033420e+00,9.955339805825242916e-01,9.991206643869077197e-01,1.001186591515870639e+00,1.000976181179227043e+00,9.981622980945933366e-01,1.003181336161187653e+00,9.996011168727562124e-01,1.002686108979278679e+00,1.000954198473282597e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000476644423260231e+00
