1.032425818293056130e+00,1.005229031583350752e+00,9.785338193600647827e-01,1.010429703796412282e+00,9.687164819449409769e-01,1.042328042328042326e+00,1.027059055895714001e+00,9.689133056411631806e-01,9.750639386189258184e-01,1.004860031104199081e+00,9.714767932489452029e-01,1.014705882352941124e+00,1.013651255915544169e+00,9.985456056513608569e-01,9.795191451469279498e-01,1.043259690435242693e+00,1.047096774193548407e+00,1.016735173223722866e+00,1.010101010101010166e+00,9.791028883269001781e-01,1.027325823946599881e+00,9.847828384233330290e-01,9.585798816568047442e-01,9.614989733059547961e-01,1.028332260141661347e+00,9.874379199532573592e-01,9.536631886009200310e-01,9.720853858784892498e-01,1.078765432098765409e+00,1.038236726741354143e+00
9.816296296296297408e-01,9.843945068664169407e-01,1.012831125827814427e+00,1.014244426094137230e+00,9.514670603432368035e-01,9.452126728513915443e-01,9.411538461538461187e-01,1.036371179643202911e+00,9.631147540983606703e-01,9.624685625846391979e-01,1.002258512856150086e+00,9.661835748792270140e-01,9.640869096785777970e-01,9.766957969205158907e-01,9.981818181818180591e-01,9.613238650773523464e-01,9.422879441363730679e-01,8.844932139763209689e-01,9.626890756302520780e-01,9.669657422512234479e-01,9.734010152284263695e-01,1.008691919733877063e+00,9.908641975308642991e-01,9.599572877736252119e-01,9.862241703193487252e-01,9.485207100591717122e-01,9.801176470588235379e-01,1.004584942084942201e+00,9.613183794918745972e-01,9.734928454140275855e-01
1.015092061575611160e+00,9.630099344747410361e-01,9.987740089906008700e-01,9.961327091390188571e-01,9.491854150504266396e-01,9.733333333333333837e-01,1.006334286881896301e+00,1.021617293835068052e+00,1.004255319148936065e+00,9.585929648241205969e-01,1.016293985092737051e+00,1.002600000000000158e+00,9.942261128701808115e-01,9.733702599062633576e-01,1.001821493624772463e+00,9.936683814800157943e-01,9.971665213600696687e-01,1.024485798237022571e+00,1.006023044692737400e+00,1.017573457050470864e+00,1.007717980809345049e+00,9.953191489361702393e-01,1.048093695489658694e+00,1.000000000000000000e+00,9.565079365079365292e-01,9.962570180910792494e-01,1.002280638578802119e+00,9.954359836656256899e-01,9.673809523809524524e-01,9.638554216867469826e-01
9.628308058281296322e-01,9.795873573309921145e-01,1.006955810147299513e+00,1.058643236616264804e+00,9.591336330200245230e-01,1.031012176560121674e+00,9.886294416243653904e-01,9.747910135841169055e-01,9.989830508474576432e-01,9.620465506395471378e-01,1.012792085962817668e+00,1.036106124077398771e+00,9.777070063694266455e-01,9.781133727292624647e-01,1.001818181818181941e+00,1.121598300809770299e+00,9.986885245901638841e-01,1.005736137667303964e+00,9.842950108459869174e-01,9.758220502901353566e-01,9.612916580418131574e-01,9.893116716545532485e-01,1.031383737517831634e+00,9.779384501297738730e-01,1.000000000000000000e+00,1.009705698184095057e+00,1.005988023952095745e+00,9.893822393822394590e-01,1.024612355402412023e+00,9.577500000000001013e-01
1.011426806670784329e+00,1.001344387183508822e+00,9.739943112555871085e-01,1.020652383709708566e+00,9.946740519812526937e-01,9.734268315187304399e-01,1.046210720887245760e+00,9.890124614766180322e-01,1.024431625381744260e+00,1.034001743679162866e+00,9.957898282249916244e-01,1.008471313053523444e+00,1.033531327840582437e+00,1.011188185276348239e+00,1.003932244404113661e+00,1.027932299680435646e+00,9.862114248194354671e-01,1.006020278833967163e+00,9.900387870239775179e-01,1.022936429279343029e+00,1.009474590869939847e+00,1.009507346585998278e+00,1.017289073305670755e+00,9.799052132701421280e-01,1.008297378028542912e+00,1.023255813953488413e+00,9.903571428571428248e-01,9.878048780487804770e-01,9.968772519817439282e-01,9.953014878621769812e-01
9.618320610687023375e-01,1.041843812933542335e+00,9.641218189403421013e-01,1.040090771558245031e+00,1.025487256371814260e+00,9.929857819905213434e-01,1.062622693364742910e+00,9.856388023303075396e-01,9.792977807220933917e-01,1.034148397976391243e+00,9.704041941484863321e-01,1.000000000000000000e+00,1.019651464590285439e+00,1.048462049125912898e+00,9.849352214522446580e-01,1.005181347150259086e+00,1.008433200177540900e+00,1.019842519685039361e+00,9.983972932063038819e-01,1.022560553633217850e+00,9.598976109215016095e-01,1.002675513698630061e+00,9.433491955585768807e-01,1.004836525440123918e+00,9.710335747202106793e-01,1.011515151515151700e+00,9.812477461233320986e-01,1.009382716049382678e+00,1.006024096385542244e+00,9.900340938893259501e-01
1.009841269841269762e+00,9.813144329896906770e-01,1.022933794893985393e+00,9.727272727272727737e-01,1.001253132832080173e+00,1.009545628102329173e+00,9.848512839460558110e-01,9.664604810996564321e-01,1.025367833587011779e+00,1.001426824296779428e+00,9.869292436388985568e-01,9.725085910652919718e-01,9.660000000000000808e-01,9.814267623469817847e-01,1.028754970939125268e+00,1.051202749140893511e+00,9.614876760563380031e-01,9.478072884496602235e-01,9.782395433871399204e-01,9.568218733080671168e-01,9.597777777777777297e-01,1.001280819724623905e+00,1.014893105933221129e+00,1.019252984212552837e+00,1.069830508474576281e+00,9.625524266027561948e-01,9.976724243537915537e-01,1.012964774951076175e+00,9.791616766467066135e-01,9.785430463576157978e-01
1.055014146494813065e+00,1.036988400087546669e+00,9.961928934010152448e-01,9.824299065420560861e-01,1.007717980809345049e+00,1.054273827534039309e+00,9.977490151941473817e-01,1.023183046508320260e+00,1.006102589477156473e+00,9.949114593934459405e-01,1.006533639413738301e+00,9.827247742442090095e-01,1.029361942405420560e+00,1.029677419354838808e+00,1.014867677668748192e+00,9.820202680614580348e-01,1.022888532845044551e+00,9.898989898989898339e-01,1.034734251071200761e+00,1.003536568114301808e+00,1.036119472100023309e+00,9.887005649717514055e-01,1.007337278106508860e+00,1.033056290139780842e+00,1.047528517110266177e+00,9.766573295985059300e-01,1.022961689587426282e+00,9.879256218304757198e-01,1.010518590998042976e+00,1.018678938819707724e+00
1.000000000000000000e+00,9.854368932038833906e-01,9.734607218683651864e-01,1.007229832572298145e+00,1.023390602359759871e+00,9.843946188340807479e-01,9.964278999811995163e-01,9.756741729218793013e-01,9.631147540983606703e-01,9.488543371522094594e-01,1.016491228070175445e+00,1.004994007191370331e+00,9.839093070031085242e-01,1.002506265664160345e+00,1.016407852329328954e+00,1.005437194851309224e+00,1.006936674871335979e+00,1.041145490454246314e+00,9.691629955947136388e-01,1.016774739216238954e+00,9.901675977653632277e-01,1.042479784366576734e+00,1.005874060150375948e+00,9.862863411958310289e-01,1.009679370840895318e+00,9.719566602931803967e-01,9.752730764614091497e-01,9.809337570276217555e-01,1.013798111837327598e+00,9.715652404996013569e-01
1.026221692491060544e+00,1.020132790747483531e+00,1.025081788440566966e+00,1.048356630147336599e+00,1.003843042071197456e+00,1.020408163265306145e+00,9.705660377358490409e-01,1.008833167117823226e+00,9.766808510638298468e-01,9.540750323415264633e-01,9.860200207110805248e-01,1.004969191015702590e+00,1.008176918788329157e+00,1.018333333333333313e+00,9.694436437013549401e-01,1.017768458227568784e+00,9.277777777777778123e-01,1.096743597850142304e+00,9.909090909090909616e-01,1.012893386940246776e+00,9.873617693522905858e-01,1.120177888095976959e+00,1.007474889044615685e+00,9.836855765665555307e-01,9.925104853205511946e-01,1.055409836065573703e+00,1.020061538461538353e+00,9.860453526040368066e-01,9.863896848137535533e-01,9.794857768052516178e-01
