1.017736462518293861e+00,9.942833087257331171e-01,1.009523809523809490e+00,9.888905050505051308e-01,1.054500340874859221e+00,9.929908376229407141e-01,9.990378497016718651e-01,9.931887137472034111e-01,1.007693254437869834e+00,1.005807200929152101e+00,1.020077220077220126e+00,1.025814730974923261e+00,1.027777777777777679e+00,9.925303454715219686e-01,9.978474911853575380e-01,9.697594834259976038e-01,9.901800327332241913e-01,9.965219067960012778e-01,1.029154382953315627e+00,1.013888888888888840e+00,9.716430737039883914e-01,9.989258861439312964e-01,9.711307137129109313e-01,1.033182423692491803e+00,1.043517679057117009e+00
9.867193537336382825e-01,1.005749559732218801e+00,1.006289308176100628e+00,9.642476580222135718e-01,9.678922876838995659e-01,1.004705758342368416e+00,9.846153846153846700e-01,9.959988582860405115e-01,9.888422888152307300e-01,9.861431870669745692e-01,9.969719909159727722e-01,9.815463087248322838e-01,9.869869869869869472e-01,9.952963311382878597e-01,9.870550161812298162e-01,1.024096358218162139e+00,9.900826446280991400e-01,9.883758139534883913e-01,1.002121236844252250e+00,9.640410958904109817e-01,9.957067870121379949e-01,1.019354838709677358e+00,9.744013212221305231e-01,1.001457514843760777e+00,9.826238053866203082e-01
1.008413131590420786e+00,9.880846338755140401e-01,9.968749999999999556e-01,1.031779661016949179e+00,1.011328155339805690e+00,9.672102277410991045e-01,1.009765625000000000e+00,9.902487007303794053e-01,9.904988123515439113e-01,9.847775175644027934e-01,9.893697798025816725e-01,9.948690738623620078e-01,1.006085192697768749e+00,1.000945179584120881e+00,9.704918032786885584e-01,9.799297108044724425e-01,9.833055091819699056e-01,1.001174583813331687e+00,9.752684378590101844e-01,1.019538188277087087e+00,1.006035862068965558e+00,1.002109704641350296e+00,1.035593220338983045e+00,1.024783673469387812e+00,9.805481874447391499e-01
9.908243658724058545e-01,1.007236667428204502e+00,9.858959247648904078e-01,9.784410677618070595e-01,9.935987281936279336e-01,9.733662365233156644e-01,1.011605415860735047e+00,9.947856375600954149e-01,9.994014388489208534e-01,1.010107966706301985e+00,9.884881043745202822e-01,1.021476288659793674e+00,9.899193548387096309e-01,1.006610009442870712e+00,1.011261621621621698e+00,9.858757062146892292e-01,1.016977928692699429e+00,1.003527137904323574e+00,9.992672497750735294e-01,1.000000000000000000e+00,9.905727635677620269e-01,9.894736842105262831e-01,9.623567921440261408e-01,9.857752813080368215e-01,9.882777276825969182e-01
9.755878787878788927e-01,9.731800766283524862e-01,9.713832206468154817e-01,9.758640489166019449e-01,9.524946859903382634e-01,9.490042028847073263e-01,9.885277246653919603e-01,9.615600331275093726e-01,9.604079564170784344e-01,9.688042671649043092e-01,9.798136645962732816e-01,9.672033200381094931e-01,9.613034623217923125e-01,9.624765478424015530e-01,9.665924395216251019e-01,9.921214899713467483e-01,9.532554257095158246e-01,9.859485304036331721e-01,9.651920470789165929e-01,9.686411149825784328e-01,9.904858131487889183e-01,9.691489361702128047e-01,9.676870748299319924e-01,9.408347686354547879e-01,9.726277372262773779e-01
1.027611427246146292e+00,1.019685039370078705e+00,1.034367176779896980e+00,1.010752688172043001e+00,1.033815092226667343e+00,9.908279966281249296e-01,1.020311025145067774e+00,9.806181161059613904e-01,1.000623609620377552e+00,1.032200243013365659e+00,1.043581616481775054e+00,1.052173767864298171e+00,9.841101694915254106e-01,1.030214424951267027e+00,1.026497317420343780e+00,1.018049365430335973e+00,1.026269702276707552e+00,1.005936319481921304e+00,1.046584089859978306e+00,1.017985611510791477e+00,1.014845743446995963e+00,1.018660812294182261e+00,1.030755711775043881e+00,1.055214723926380271e+00,1.024390243902439046e+00
1.003357178841309816e+00,1.020268725868725745e+00,1.000000000000000000e+00,1.022342127659574551e+00,1.011444629344720569e+00,1.050263273736963265e+00,1.006633544442017802e+00,9.981460789709207804e-01,1.019975031210986316e+00,1.000587639234712833e+00,9.855732725892178969e-01,1.017354003691891107e+00,1.000000000000000000e+00,9.895931882686849201e-01,1.005611313131313134e+00,1.013476312056737605e+00,9.880546075085324675e-01,9.811098349755184023e-01,1.030148491197118377e+00,1.031802120141342760e+00,1.009467814113597317e+00,1.010775862068965525e+00,1.017902813299232712e+00,1.018897674418604682e+00,9.954212454212454375e-01
9.958185718072927184e-01,9.924313981932233464e-01,1.004749367088607626e+00,1.012486971925957269e+00,1.006468561317459987e+00,1.012594153894515348e+00,1.001883239171374784e+00,9.962880557821954808e-01,1.004895960832313362e+00,1.034117647058823586e+00,9.930662557781201327e-01,9.805036809050451385e-01,1.047362755651237931e+00,9.885277246653919603e-01,1.017857506377680910e+00,1.000000000000000000e+00,1.031088082901554515e+00,9.626936939712269492e-01,1.018820968878502153e+00,1.005136986301369939e+00,1.004261204758799986e+00,1.019189765458422103e+00,1.011725293132328396e+00,9.900120056787315992e-01,1.006439742410303539e+00
9.773109548760270382e-01,1.009060071016314453e+00,1.006299196726433420e+00,9.784156572815501107e-01,9.742959036144578366e-01,9.900499888559874950e-01,9.877834586466165412e-01,9.987562119526633975e-01,1.007918148599269204e+00,9.891931740614334778e-01,9.922420480993018321e-01,9.983403501702068361e-01,9.886947584789311794e-01,9.864603481624758530e-01,1.007675789473684302e+00,9.964999339398920020e-01,9.916247906197654949e-01,9.799999999999999822e-01,1.002731594568329054e+00,9.795570698466780080e-01,1.004245840407470336e+00,9.937238493723848931e-01,1.007450331125827825e+00,9.884726224783861870e-01,9.798903107861060002e-01
1.009455532993247973e+00,1.022201933599772739e+00,1.004692320019229923e+00,1.022060504201680819e+00,1.015666302610126914e+00,1.018845776584283547e+00,1.031397097777967176e+00,1.009951501820430808e+00,1.015104758811109287e+00,1.009774804117488989e+00,9.921813917122752624e-01,9.933609870353354854e-01,1.021829521829521914e+00,1.019607843137254832e+00,1.007616275911634052e+00,1.001404494382022392e+00,1.001689189189189255e+00,1.000000000000000000e+00,1.012284883568640881e+00,1.020869565217391362e+00,1.004225184479885735e+00,1.029473684210526319e+00,1.009038619556285932e+00,1.005830903790087438e+00,1.000000000000000000e+00
