9.772729999999999473e-01,1.010790000000000077e+00,1.057139999999999969e+00,9.813659999999999606e-01,1.000000000000000000e+00,1.004310000000000036e+00,1.014289999999999914e+00,1.021509999999999918e+00,1.000000000000000000e+00,9.918029999999999902e-01,1.000000000000000000e+00,9.959510000000000307e-01,9.787230000000000096e-01,1.028569999999999984e+00,9.869710000000000427e-01,9.737829999999999542e-01,1.004329999999999945e+00,1.187500000000000000e+00,9.888270000000000115e-01,1.000000000000000000e+00,1.053099999999999925e+00,1.011430000000000051e+00,9.882349999999999746e-01,9.428570000000000562e-01,1.000000000000000000e+00,1.044939999999999980e+00,1.014080000000000092e+00,1.076049999999999951e+00,9.791670000000000096e-01,1.027519999999999989e+00,9.807690000000000019e-01,1.029109999999999969e+00,9.866669999999999607e-01,1.000000000000000000e+00,9.964790000000000036e-01,1.012049999999999894e+00,9.825329999999999897e-01,1.049180000000000001e+00,1.017859999999999987e+00,9.731800000000000450e-01,1.019609999999999905e+00,1.000000000000000000e+00,1.021740000000000093e+00,1.023460000000000036e+00,1.070589999999999931e+00,1.009349999999999969e+00,1.005589999999999984e+00,9.890109999999999735e-01,1.011630000000000029e+00,9.968350000000000266e-01,1.046510000000000051e+00,1.035709999999999908e+00,1.028850000000000042e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.050400000000000000e+00,1.000000000000000000e+00,1.109490000000000087e+00,1.029849999999999932e+00,1.021509999999999918e+00,1.068489999999999940e+00,1.012599999999999945e+00,1.004879999999999995e+00,9.857139999999999791e-01,1.027779999999999916e+00,1.000000000000000000e+00,1.024690000000000101e+00,1.037500000000000089e+00,1.000000000000000000e+00,1.088240000000000096e+00,1.004080000000000084e+00,1.004520000000000080e+00,1.048389999999999933e+00,1.000000000000000000e+00,1.024629999999999930e+00,1.015039999999999942e+00,9.918700000000000294e-01,9.923079999999999679e-01,9.880949999999999456e-01,1.008659999999999890e+00,1.000000000000000000e+00,1.018100000000000005e+00,1.028990000000000071e+00,9.932429999999999870e-01,1.024999999999999911e+00,1.105259999999999909e+00,1.063120000000000065e+00
1.011630000000000029e+00,1.024909999999999988e+00,9.729729999999999768e-01,1.000000000000000000e+00,9.923079999999999679e-01,1.047209999999999974e+00,1.014080000000000092e+00,1.015789999999999971e+00,9.941520000000000357e-01,1.000000000000000000e+00,9.921879999999999589e-01,1.020319999999999894e+00,1.000000000000000000e+00,1.013889999999999958e+00,9.967000000000000304e-01,1.023079999999999989e+00,1.000000000000000000e+00,1.039469999999999894e+00,1.011300000000000088e+00,9.814810000000000478e-01,1.029409999999999936e+00,9.943499999999999561e-01,1.000000000000000000e+00,1.060610000000000053e+00,1.017649999999999944e+00,9.892469999999999875e-01,1.069439999999999946e+00,9.929329999999999545e-01,1.031910000000000105e+00,1.029760000000000009e+00,1.009800000000000031e+00,1.064890000000000114e+00,1.027029999999999887e+00,9.882349999999999746e-01,1.014129999999999976e+00,1.023810000000000109e+00,1.000000000000000000e+00,1.062500000000000000e+00,1.052629999999999955e+00,1.011810000000000098e+00,1.000000000000000000e+00,1.023530000000000051e+00,1.021279999999999966e+00,1.044119999999999937e+00,9.560440000000000049e-01,1.012350000000000083e+00,1.008329999999999949e+00,9.944439999999999946e-01,1.005749999999999922e+00,1.003169999999999895e+00,1.044440000000000035e+00,1.080459999999999976e+00,9.986650000000000249e-01,1.030299999999999994e+00,1.000000000000000000e+00,9.807690000000000019e-01,9.873739999999999739e-01,1.000000000000000000e+00,9.671049999999999924e-01,1.043479999999999963e+00,1.010529999999999928e+00,1.012820000000000054e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.855070000000000219e-01,1.047299999999999898e+00,9.962119999999999864e-01,1.018070000000000030e+00,1.018070000000000030e+00,1.000000000000000000e+00,9.189190000000000413e-01,9.959350000000000147e-01,9.954950000000000188e-01,9.846150000000000180e-01,1.009060000000000068e+00,9.663460000000000383e-01,9.925929999999999476e-01,9.945359999999999756e-01,1.093020000000000103e+00,1.000000000000000000e+00,1.030040000000000067e+00,1.043479999999999963e+00,1.022219999999999906e+00,1.021130000000000093e+00,9.931969999999999965e-01,9.756099999999999772e-01,1.035709999999999908e+00,1.003130000000000077e+00
1.000000000000000000e+00,1.017360000000000042e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.918029999999999902e-01,1.013889999999999958e+00,1.000000000000000000e+00,1.005880000000000107e+00,9.917359999999999509e-01,1.000000000000000000e+00,1.011949999999999905e+00,9.927540000000000253e-01,9.863009999999999833e-01,1.000000000000000000e+00,1.003759999999999986e+00,9.956899999999999640e-01,1.000000000000000000e+00,1.005589999999999984e+00,1.018869999999999942e+00,9.877550000000000496e-01,9.829550000000000232e-01,9.642859999999999765e-01,1.057139999999999969e+00,9.942199999999999926e-01,9.746380000000000043e-01,1.012990000000000057e+00,1.014229999999999965e+00,1.041239999999999943e+00,1.005779999999999896e+00,9.902910000000000323e-01,1.034380000000000077e+00,1.026319999999999899e+00,1.011910000000000087e+00,1.017419999999999991e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.058820000000000094e+00,1.008329999999999949e+00,1.003889999999999949e+00,1.009609999999999896e+00,1.000000000000000000e+00,1.020829999999999904e+00,9.859149999999999858e-01,1.022990000000000066e+00,9.939019999999999522e-01,1.000000000000000000e+00,9.888270000000000115e-01,9.885709999999999775e-01,1.022149999999999892e+00,9.468090000000000117e-01,9.893619999999999637e-01,9.919789999999999441e-01,1.011770000000000058e+00,1.010750000000000037e+00,1.019609999999999905e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.020410000000000039e+00,9.861109999999999598e-01,9.947920000000000096e-01,1.000000000000000000e+00,1.029050000000000020e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.025809999999999889e+00,1.000000000000000000e+00,1.005919999999999925e+00,1.029590000000000005e+00,9.824559999999999960e-01,1.029409999999999936e+00,9.959179999999999700e-01,9.954749999999999988e-01,1.015619999999999967e+00,1.000000000000000000e+00,1.004969999999999919e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.432620000000000449e-01,1.000000000000000000e+00,1.024999999999999911e+00,1.020829999999999904e+00,1.017390000000000017e+00,9.931029999999999580e-01,1.006850000000000023e+00,1.050000000000000044e+00,1.034480000000000066e+00,1.000000000000000000e+00
9.942530000000000534e-01,1.003409999999999913e+00,1.013889999999999958e+00,9.873420000000000529e-01,1.007749999999999924e+00,1.004129999999999967e+00,1.068489999999999940e+00,1.005179999999999962e+00,1.000000000000000000e+00,1.008329999999999949e+00,9.921259999999999524e-01,1.027560000000000029e+00,9.927010000000000556e-01,1.027779999999999916e+00,1.006620000000000070e+00,1.011239999999999917e+00,9.956709999999999727e-01,1.000000000000000000e+00,1.011109999999999953e+00,1.000000000000000000e+00,1.012399999999999967e+00,1.017339999999999911e+00,1.037039999999999962e+00,1.027029999999999887e+00,9.941860000000000142e-01,1.007439999999999891e+00,1.012820000000000054e+00,9.543859999999999566e-01,1.009900000000000020e+00,9.885059999999999958e-01,1.009800000000000031e+00,9.909369999999999568e-01,1.000000000000000000e+00,1.023530000000000051e+00,1.013700000000000045e+00,1.023260000000000058e+00,9.822220000000000395e-01,1.055560000000000054e+00,1.000000000000000000e+00,9.806200000000000472e-01,9.904760000000000231e-01,1.017239999999999922e+00,9.795920000000000183e-01,9.964290000000000092e-01,9.775279999999999525e-01,1.009200000000000097e+00,1.005509999999999904e+00,1.005649999999999933e+00,9.942199999999999926e-01,9.938080000000000247e-01,9.775279999999999525e-01,1.000000000000000000e+00,1.005390000000000006e+00,1.005810000000000093e+00,9.893619999999999637e-01,1.038459999999999939e+00,1.012790000000000079e+00,1.110530000000000017e+00,9.799999999999999822e-01,1.000000000000000000e+00,9.947639999999999816e-01,1.012659999999999894e+00,1.000000000000000000e+00,9.951459999999999750e-01,9.779409999999999492e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.005880000000000107e+00,9.942530000000000534e-01,9.821429999999999882e-01,9.714289999999999869e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.692309999999999537e-01,1.005989999999999940e+00,9.851480000000000237e-01,1.007460000000000022e+00,1.008240000000000025e+00,9.924809999999999466e-01,1.024100000000000010e+00,1.008129999999999971e+00,1.040820000000000078e+00,9.957260000000000000e-01,9.583329999999999904e-01,1.027209999999999956e+00,1.047619999999999996e+00,9.666669999999999430e-01,9.657320000000000348e-01
1.005779999999999896e+00,1.034010000000000096e+00,9.726029999999999953e-01,1.012820000000000054e+00,1.007689999999999975e+00,9.958850000000000202e-01,1.012820000000000054e+00,9.845359999999999667e-01,1.017539999999999889e+00,9.917359999999999509e-01,1.000000000000000000e+00,1.003830000000000000e+00,1.022059999999999969e+00,1.000000000000000000e+00,1.016450000000000076e+00,1.014820000000000055e+00,1.021740000000000093e+00,1.012659999999999894e+00,1.010990000000000055e+00,1.018520000000000092e+00,9.877550000000000496e-01,1.022729999999999917e+00,1.000000000000000000e+00,8.947370000000000045e-01,1.000000000000000000e+00,1.033209999999999962e+00,1.012659999999999894e+00,9.963239999999999874e-01,1.000000000000000000e+00,1.011630000000000029e+00,1.000000000000000000e+00,1.033539999999999903e+00,1.000000000000000000e+00,1.034480000000000066e+00,1.006760000000000099e+00,1.000000000000000000e+00,1.004520000000000080e+00,9.473679999999999879e-01,1.000000000000000000e+00,1.015810000000000102e+00,1.033649999999999958e+00,1.005649999999999933e+00,1.020829999999999904e+00,9.784950000000000037e-01,9.655169999999999586e-01,1.003039999999999932e+00,9.945209999999999884e-01,1.000000000000000000e+00,9.941860000000000142e-01,9.968850000000000211e-01,9.540229999999999544e-01,1.010750000000000037e+00,1.002680000000000016e+00,1.028899999999999926e+00,1.000000000000000000e+00,9.814810000000000478e-01,9.974750000000000005e-01,1.018960000000000088e+00,1.006799999999999917e+00,1.014080000000000092e+00,1.005260000000000042e+00,9.875000000000000444e-01,1.000000000000000000e+00,9.951219999999999510e-01,1.007519999999999971e+00,9.811320000000000041e-01,1.022809999999999997e+00,1.000000000000000000e+00,1.017339999999999911e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.020489999999999897e+00,1.018180000000000085e+00,9.841269999999999740e-01,9.940480000000000427e-01,9.949750000000000538e-01,1.000000000000000000e+00,1.002729999999999899e+00,9.659090000000000176e-01,1.008380000000000054e+00,1.016129999999999978e+00,1.000000000000000000e+00,1.017169999999999908e+00,1.000000000000000000e+00,9.933779999999999832e-01,1.045460000000000056e+00,9.885059999999999958e-01,9.935479999999999867e-01
9.942530000000000534e-01,9.769740000000000091e-01,1.028170000000000028e+00,1.000000000000000000e+00,9.923659999999999703e-01,9.958679999999999755e-01,1.025320000000000009e+00,1.000000000000000000e+00,9.942530000000000534e-01,1.008329999999999949e+00,1.000000000000000000e+00,1.003819999999999935e+00,9.928059999999999663e-01,1.000000000000000000e+00,1.003239999999999910e+00,9.671530000000000404e-01,1.000000000000000000e+00,9.375000000000000000e-01,9.945650000000000324e-01,9.818179999999999685e-01,9.710739999999999927e-01,9.888890000000000180e-01,9.761900000000000022e-01,1.029409999999999936e+00,1.000000000000000000e+00,9.964290000000000092e-01,9.875000000000000444e-01,1.033209999999999962e+00,9.803920000000000412e-01,1.014369999999999994e+00,1.000000000000000000e+00,1.002950000000000008e+00,1.012820000000000054e+00,9.777780000000000360e-01,9.664430000000000520e-01,9.886359999999999593e-01,9.819820000000000215e-01,1.000000000000000000e+00,1.008259999999999934e+00,1.027239999999999931e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.795920000000000183e-01,1.000000000000000000e+00,1.047619999999999996e+00,1.012119999999999909e+00,1.013770000000000060e+00,9.887639999999999763e-01,9.473679999999999879e-01,9.968749999999999556e-01,9.759039999999999937e-01,1.000000000000000000e+00,1.005349999999999966e+00,1.000000000000000000e+00,1.010750000000000037e+00,9.811320000000000041e-01,1.002529999999999921e+00,1.032559999999999922e+00,1.013509999999999911e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.063290000000000068e+00,1.008059999999999956e+00,1.000000000000000000e+00,9.701490000000000391e-01,9.935899999999999732e-01,1.000000000000000000e+00,1.005849999999999911e+00,1.028410000000000046e+00,1.000000000000000000e+00,9.705880000000000063e-01,9.959839999999999804e-01,9.866070000000000118e-01,1.000000000000000000e+00,1.005989999999999940e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.882349999999999746e-01,1.005849999999999911e+00,9.960320000000000285e-01,1.000000000000000000e+00,9.789029999999999676e-01,1.028990000000000071e+00,1.000000000000000000e+00,9.782610000000000472e-01,9.883720000000000283e-01,1.016229999999999967e+00
1.011560000000000015e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.018990000000000062e+00,1.038459999999999939e+00,1.004150000000000098e+00,9.876540000000000319e-01,1.015709999999999891e+00,1.011560000000000015e+00,1.008259999999999934e+00,1.015870000000000051e+00,9.771859999999999991e-01,1.028990000000000071e+00,1.000000000000000000e+00,9.935479999999999867e-01,9.773589999999999778e-01,1.000000000000000000e+00,9.599999999999999645e-01,9.890710000000000335e-01,1.000000000000000000e+00,9.872339999999999449e-01,1.005619999999999958e+00,9.878050000000000441e-01,9.428570000000000562e-01,9.824559999999999960e-01,1.010750000000000037e+00,1.025320000000000009e+00,9.892859999999999987e-01,1.000000000000000000e+00,9.915009999999999657e-01,1.000000000000000000e+00,1.030880000000000019e+00,9.873420000000000529e-01,9.886359999999999593e-01,1.000000000000000000e+00,1.011490000000000000e+00,9.954129999999999923e-01,1.013889999999999958e+00,1.000000000000000000e+00,9.943180000000000351e-01,9.953490000000000393e-01,9.775279999999999525e-01,1.000000000000000000e+00,1.010990000000000055e+00,1.000000000000000000e+00,1.014969999999999928e+00,1.005440000000000111e+00,1.000000000000000000e+00,9.629630000000000134e-01,1.000000000000000000e+00,1.037039999999999962e+00,9.787230000000000096e-01,9.867019999999999680e-01,9.887639999999999763e-01,1.021279999999999966e+00,1.000000000000000000e+00,9.924239999999999728e-01,9.909909999999999553e-01,9.933330000000000215e-01,9.861109999999999598e-01,1.026180000000000092e+00,9.523810000000000331e-01,9.959999999999999964e-01,9.901959999999999651e-01,1.000000000000000000e+00,9.935479999999999867e-01,1.003719999999999946e+00,9.883720000000000283e-01,1.038669999999999982e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.004029999999999978e+00,1.018100000000000005e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.925929999999999476e-01,1.010869999999999935e+00,1.031749999999999945e+00,1.005810000000000093e+00,1.003980000000000095e+00,1.000000000000000000e+00,1.004310000000000036e+00,1.007039999999999935e+00,1.000000000000000000e+00,1.044440000000000035e+00,1.000000000000000000e+00,9.968050000000000521e-01
1.011430000000000051e+00,1.016829999999999901e+00,1.013700000000000045e+00,9.937890000000000335e-01,1.007409999999999917e+00,1.012399999999999967e+00,9.875000000000000444e-01,9.896909999999999874e-01,1.011430000000000051e+00,1.000000000000000000e+00,9.921879999999999589e-01,9.844359999999999777e-01,1.028170000000000028e+00,1.027029999999999887e+00,1.000000000000000000e+00,9.498069999999999569e-01,1.012769999999999948e+00,1.000000000000000000e+00,9.944749999999999979e-01,1.000000000000000000e+00,9.741379999999999484e-01,9.888270000000000115e-01,9.876540000000000319e-01,1.060610000000000053e+00,1.000000000000000000e+00,1.031910000000000105e+00,1.000000000000000000e+00,1.025269999999999904e+00,1.020000000000000018e+00,9.828569999999999807e-01,9.902910000000000323e-01,1.004280000000000062e+00,9.871790000000000287e-01,1.011490000000000000e+00,1.003470000000000084e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.013700000000000045e+00,1.000000000000000000e+00,9.923809999999999576e-01,1.014019999999999921e+00,1.005749999999999922e+00,1.020829999999999904e+00,1.018119999999999914e+00,1.034089999999999954e+00,1.008850000000000025e+00,1.002699999999999925e+00,9.943180000000000351e-01,9.358969999999999789e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.782610000000000472e-01,9.973049999999999971e-01,9.943180000000000351e-01,9.895829999999999904e-01,1.000000000000000000e+00,1.002550000000000052e+00,9.954549999999999788e-01,1.013419999999999987e+00,9.859149999999999858e-01,1.020410000000000039e+00,1.037500000000000089e+00,1.008029999999999982e+00,1.009900000000000020e+00,1.000000000000000000e+00,9.935060000000000002e-01,1.033330000000000082e+00,9.647059999999999524e-01,1.000000000000000000e+00,1.018180000000000085e+00,1.030299999999999994e+00,1.020080000000000098e+00,1.013330000000000064e+00,1.016129999999999978e+00,9.791670000000000096e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.946239999999999526e-01,1.030769999999999964e+00,1.028899999999999926e+00,1.023810000000000109e+00,1.039220000000000033e+00,1.008580000000000032e+00,1.000000000000000000e+00,9.933330000000000215e-01,9.787230000000000096e-01,1.000000000000000000e+00,1.028850000000000042e+00
1.005649999999999933e+00,1.006620000000000070e+00,9.864859999999999740e-01,1.006250000000000089e+00,1.007349999999999968e+00,9.714289999999999869e-01,9.873420000000000529e-01,9.895829999999999904e-01,1.000000000000000000e+00,1.016389999999999905e+00,1.015749999999999931e+00,1.000000000000000000e+00,9.931510000000000060e-01,1.013160000000000061e+00,9.870130000000000292e-01,1.032520000000000104e+00,1.004199999999999982e+00,1.069439999999999946e+00,1.011109999999999953e+00,9.629630000000000134e-01,9.911499999999999755e-01,1.000000000000000000e+00,1.012499999999999956e+00,9.857139999999999791e-01,1.065479999999999983e+00,9.896909999999999874e-01,1.000000000000000000e+00,1.007039999999999935e+00,9.901959999999999651e-01,9.970930000000000071e-01,1.000000000000000000e+00,1.014210000000000056e+00,1.012990000000000057e+00,1.011360000000000037e+00,9.930799999999999628e-01,1.000000000000000000e+00,9.907829999999999693e-01,1.040540000000000020e+00,9.918029999999999902e-01,1.009600000000000053e+00,1.000000000000000000e+00,9.942860000000000031e-01,9.591840000000000366e-01,9.928829999999999600e-01,1.000000000000000000e+00,9.970759999999999623e-01,1.000000000000000000e+00,1.028569999999999984e+00,1.075339999999999963e+00,8.777429999999999399e-01,1.071429999999999882e+00,9.555559999999999610e-01,9.810809999999999809e-01,1.011430000000000051e+00,1.010529999999999928e+00,1.000000000000000000e+00,9.949240000000000306e-01,9.589039999999999786e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.024999999999999911e+00,1.012049999999999894e+00,1.003980000000000095e+00,9.950980000000000381e-01,9.000000000000000222e-01,9.869280000000000275e-01,1.000000000000000000e+00,9.878050000000000441e-01,9.946810000000000374e-01,1.017859999999999987e+00,9.411760000000000126e-01,1.011810000000000098e+00,1.013160000000000061e+00,1.000000000000000000e+00,1.003039999999999932e+00,9.949500000000000011e-01,1.007460000000000022e+00,1.005409999999999915e+00,1.033579999999999943e+00,9.775279999999999525e-01,1.023260000000000058e+00,1.037740000000000107e+00,1.008510000000000018e+00,9.930069999999999730e-01,1.000000000000000000e+00,9.782610000000000472e-01,1.011770000000000058e+00,9.968850000000000211e-01
1.011239999999999917e+00,1.029609999999999914e+00,1.013700000000000045e+00,9.937890000000000335e-01,1.007300000000000084e+00,9.873950000000000227e-01,1.025640000000000107e+00,1.036839999999999984e+00,1.016950000000000021e+00,1.008059999999999956e+00,1.031009999999999982e+00,1.011859999999999982e+00,1.000000000000000000e+00,1.012990000000000057e+00,1.013160000000000061e+00,1.031500000000000083e+00,1.016739999999999977e+00,1.025970000000000049e+00,9.890109999999999735e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.382719999999999949e-01,9.565219999999999834e-01,1.027930000000000010e+00,1.017360000000000042e+00,1.012350000000000083e+00,1.034960000000000102e+00,9.900989999999999513e-01,9.912539999999999685e-01,1.019609999999999905e+00,1.008399999999999963e+00,1.038459999999999939e+00,1.011239999999999917e+00,1.041809999999999903e+00,1.022729999999999917e+00,1.004650000000000043e+00,9.740259999999999474e-01,1.000000000000000000e+00,1.007609999999999895e+00,1.013819999999999943e+00,1.022990000000000066e+00,1.000000000000000000e+00,1.010750000000000037e+00,1.032969999999999944e+00,1.011730000000000018e+00,1.002690000000000081e+00,9.777780000000000360e-01,1.044589999999999907e+00,9.678569999999999673e-01,9.555559999999999610e-01,9.883720000000000283e-01,1.022040000000000060e+00,1.011300000000000088e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.071429999999999882e+00,1.039740000000000109e+00,1.014289999999999914e+00,1.009759999999999991e+00,1.023810000000000109e+00,9.920630000000000281e-01,1.014780000000000015e+00,9.658120000000000038e-01,9.933779999999999832e-01,1.017919999999999936e+00,1.018520000000000092e+00,9.946519999999999806e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.019460000000000033e+00,1.017320000000000002e+00,1.031749999999999945e+00,1.006059999999999954e+00,1.005079999999999973e+00,9.925929999999999476e-01,1.016129999999999978e+00,1.025269999999999904e+00,1.005749999999999922e+00,9.886359999999999593e-01,1.018180000000000085e+00,1.016880000000000006e+00,1.014080000000000092e+00,1.000000000000000000e+00,1.022219999999999906e+00,1.034880000000000022e+00,1.012499999999999956e+00
